City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
354,Saint johnsbury,44.4192,-72.0151,270.96,83,0,0.0,US,1731219363
355,Mili,6.0815,171.735,301.59,76,100,7.72,MH,1731219365
356,Eagle river,45.9172,-89.2443,280.27,93,100,1.54,US,1731219367
357,Kone,-21.0595,164.8658,299.75,51,16,2.91,NC,1731219369
358,Murzuq,25.9155,13.9184,288.1,41,1,0.05,LY,1731219371
359,Isangel,-19.55,169.2667,297.78,68,0,5.9,VU,1731219374
360,Gerash,27.6652,54.1371,295.23,26,0,1.97,IR,1731219376
361,Libenge,3.65,18.6333,294.6,97,100,0.58,CD,1731219378
362,Ust'-abakan,53.8525,91.3742,272.1,74,0,4.0,RU,1731219380
363,Tucuma,-0.1833,-50.05,299.17,80,9,3.67,BR,1731219382
364,La ronge,55.1001,-105.2842,273.29,74,75,1.03,CA,1731219384
365,Acajutla,13.5928,-89.8275,298.47,87,36,1.79,SV,1731219355
366,Yuzhno-sukhokumsk,44.6581,45.6436,281.54,58,1,1.89,RU,1731219389
367,Zhezqazghan,47.7833,67.7667,272.47,93,100,13.0,KZ,1731219391
368,Saint-pourcain-sur-sioule,46.3093,3.2879,283.21,94,100,1.12,FR,1731219393
369,Serdobsk,52.4586,44.2169,278.49,65,100,4.54,RU,1731219395
370,Kupino,54.3663,77.2981,272.35,96,100,8.38,RU,1731219397
371,Spirovo,57.419,34.9766,274.96,90,57,2.4,RU,1731219400
372,Hobyo,5.3505,48.5268,301.68,69,46,6.67,SO,1731219402
373,Naujoji akmene,56.3167,22.9,274.08,97,52,1.39,LT,1731219404
374,Atlantic,39.4668,-74.6663,280.87,64,0,0.0,US,1731219314
375,Sur,22.5667,59.5289,301.59,48,0,1.43,OM,1731219408
376,Igarka,67.4667,86.5833,263.87,90,100,6.59,RU,1731219410
377,Debre werk',10.6667,38.1667,288.32,55,0,1.69,ET,1731219413
378,Riyadh,24.6877,46.7219,296.98,38,19,1.01,SA,1731219415
379,Yarmouth,41.7057,-70.2286,280.35,63,0,2.57,US,1731219417
380,Tynda,55.1667,124.7167,266.87,65,38,5.94,RU,1731219419
381,Hohhot,40.8106,111.6522,287.31,44,0,2.0,CN,1731219422
382,Vanimo,-2.6741,141.3028,302.08,75,95,2.04,PG,1731219424
383,Tromso,69.6496,18.957,278.16,70,0,6.17,NO,1731219426
384,Tofol,5.3248,163.0078,305.03,66,75,4.63,FM,1731219428
385,Bahia de caraquez,-0.6,-80.4167,295.76,80,97,2.88,EC,1731219430
386,Oshakati,-17.7833,15.6833,297.05,45,71,3.42,NA,1731219432
387,Kirakira,-10.4544,161.9205,301.27,80,86,4.35,SB,1731219435
388,Hassi messaoud,31.6804,6.0729,286.07,62,0,1.54,DZ,1731219437
389,Kalmunai,7.4167,81.8167,302.61,71,72,6.01,LK,1731219439
390,Sajir,25.1825,44.5996,297.12,32,48,6.08,SA,1731219441
391,Ingeniero jacobacci,-41.3427,-69.5448,279.33,59,57,6.44,AR,1731219443
392,Vernon,50.2581,-119.2691,279.12,89,100,1.03,CA,1731219445
393,Glace bay,46.1969,-59.957,277.02,67,75,10.29,CA,1731219448
394,Thibodaux,29.7958,-90.8229,298.7,94,99,2.24,US,1731219450
395,Rio preto da eva,-2.6994,-59.6997,298.99,65,51,0.59,BR,1731219452
396,Siran,40.1894,39.1267,279.82,35,43,1.9,TR,1731219454
397,Novyy urgal,51.0736,132.5642,272.72,70,100,7.26,RU,1731219456
398,Ciudad constitucion,25.0369,-111.6644,290.6,60,0,1.86,MX,1731219459
399,Keflavik,64.0049,-22.5624,281.39,93,75,7.2,IS,1731219461
400,Tarlungeni,45.6333,25.75,273.7,86,20,0.94,RO,1731219463
401,Levuka,50.1834,-105.4011,272.99,83,70,1.24,CA,1731219465
402,Hadibu,12.65,54.0333,300.32,73,61,5.35,YE,1731219467
403,Konarka,19.9,86.1167,302.54,51,1,5.79,IN,1731219469
404,As sulayyil,20.4607,45.5779,297.18,37,0,3.61,SA,1731219472
405,Manacapuru,-3.2997,-60.6206,300.76,63,31,1.59,BR,1731219474
406,Tenterden,51.0685,0.6878,279.04,82,6,1.47,GB,1731219477
407,Kharp,66.8014,65.8081,259.38,86,92,7.03,RU,1731219479
408,Acapulco de juarez,16.8634,-99.8901,299.05,89,100,1.03,MX,1731219457
409,Feijo,-8.1642,-70.3536,294.27,96,88,0.96,BR,1731219483
410,Talpa de allende,20.3833,-104.8167,290.49,93,6,1.03,MX,1731219485
411,Poso,-1.3959,120.7524,304.84,57,28,2.27,ID,1731219487
412,Kerikeri,-35.2268,173.9474,292.36,72,86,3.25,NZ,1731219490
413,San matias,-16.3667,-58.4,297.59,81,10,2.11,BO,1731219492
414,Ulladulla,-35.35,150.4667,291.81,60,43,4.98,AU,1731219494
415,Kalevala,65.2,31.1667,273.29,72,26,3.58,RU,1731219496
416,Palu,-0.8917,119.8707,303.61,79,50,1.72,ID,1731219499
417,Zalingei,12.9096,23.4741,296.3,28,18,1.26,SD,1731219434
418,Port douglas,-16.4833,145.4667,300.43,66,54,4.31,AU,1731219503
419,Bayan,46.0833,127.4,281.75,38,53,7.46,CN,1731219505
420,Barbacoas,1.6715,-78.1398,296.6,92,96,0.65,CO,1731219507
421,Kuta,-8.7233,115.1723,305.12,79,40,4.12,ID,1731219509
422,Sultanah,24.4926,39.5857,301.4,24,0,5.14,SA,1731219287
423,Hiriyur,13.9456,76.6192,300.83,49,10,3.81,IN,1731219514
424,Scottsbluff,41.8666,-103.6672,281.64,85,100,3.6,US,1731219516
425,Qaisumah,28.3112,46.1273,296.13,35,0,1.03,SA,1731219518
426,Pozzallo,36.7305,14.8499,289.23,77,26,3.22,IT,1731219520
427,Ambikapur,23.1167,83.2,299.89,42,0,2.74,IN,1731219522
428,San mateo del mar,16.2,-95.0,300.1,76,60,9.7,MX,1731219525
429,Roma,43.2128,-75.4557,272.42,86,0,2.57,US,1731219527
430,Rongelap,11.1635,166.8941,301.44,80,62,9.21,MH,1731219529
431,Sinop,41.7711,34.8709,280.19,71,56,3.3,TR,1731219531
432,Mutuali,-14.8706,37.0044,301.8,51,0,2.14,MZ,1731219533
433,Malanje,-9.5402,16.341,292.05,97,100,1.82,AO,1731219536
434,Jayapura,-2.5333,140.7,304.81,71,51,2.5,ID,1731219538
435,Gornozavodsk,58.3758,58.3211,266.67,84,79,5.76,RU,1731219540
436,Beyneu,45.3167,55.2,280.9,67,8,5.21,KZ,1731219542
437,Portage la prairie,49.9728,-98.2926,279.2,71,97,1.6,CA,1731219544
438,Myeik,12.4333,98.6,303.88,59,99,0.47,MM,1731219497
439,Bodaybo,57.8506,114.1933,268.34,77,100,3.51,RU,1731219549
440,Malvan,16.0667,73.4667,303.93,45,12,1.06,IN,1731219551
441,Burutu,5.3509,5.5076,298.73,85,92,1.19,NG,1731219553
442,Dalai,45.5,124.3,282.6,28,5,7.03,CN,1731219555
443,Chibougamau,49.9168,-74.3659,271.94,80,0,5.14,CA,1731219557
444,Trincomalee,8.5711,81.2335,301.73,71,43,5.8,LK,1731219559
445,Mount pearl,47.5166,-52.7813,276.46,88,100,14.4,CA,1731219561
446,Pasuquin,18.3328,120.6177,305.12,70,40,4.63,PH,1731219566
447,Lodwar,3.1191,35.5973,304.03,41,18,7.72,KE,1731219569
448,Tuzha,57.6062,47.936,275.25,93,100,6.17,RU,1731219571
449,Trujillo,-8.116,-79.03,290.13,94,100,4.12,PE,1731219367
450,Tateyama,34.9833,139.8667,290.62,81,100,2.51,JP,1731219575
451,La paz,-16.5,-68.15,281.8,78,20,1.03,BO,1731219322
452,Saurimo,-9.6608,20.3916,291.9,97,97,1.68,AO,1731219580
453,Januaria,-15.4833,-44.3667,294.56,91,100,0.89,BR,1731219582
454,Alo,6.5486,4.2686,297.94,85,99,0.8,NG,1731219584
455,Qarazhal,48.0078,70.7903,272.16,89,99,13.5,KZ,1731219586
456,Voi,-3.3945,38.563,298.69,62,62,2.83,KE,1731219588
457,Lokomotivnyy,53.0118,60.5684,274.86,81,56,7.5,RU,1731219590
458,Port macquarie,-31.4333,152.9167,297.63,89,98,3.13,AU,1731219592
459,Bansang,13.4333,-14.65,294.89,29,2,1.18,GM,1731219595
460,Sihanoukville,10.6093,103.5296,306.12,58,40,2.06,KH,1731219364
461,Yar,58.249,52.1026,270.23,77,100,5.81,RU,1731219599
462,Nioki,-2.7167,17.6833,293.9,97,100,0.49,CD,1731219601
463,Tosham,28.8833,75.9167,303.25,30,0,2.02,IN,1731219603
464,Eksere,36.8134,31.9997,288.05,46,100,2.19,TR,1731219605
465,Ntchisi,-13.5278,33.9149,295.46,55,48,4.8,MW,1731219608
466,Fedorovka,53.6314,62.7078,273.88,87,66,6.51,KZ,1731219610
467,Chiredzi,-21.05,31.6667,303.37,39,95,1.69,ZW,1731219612
468,Port-vila,-17.7338,168.3219,299.93,65,40,5.14,VU,1731219616
469,Bonthe,7.5264,-12.505,298.08,85,70,1.21,SL,1731219619
470,Asau,46.4333,26.4,274.79,100,100,2.02,RO,1731219621
471,Oamaru,-45.0784,170.9801,286.14,81,100,5.54,NZ,1731219623
472,Chichen-itza,20.6667,-88.5667,295.97,99,91,0.96,MX,1731219625
473,Qa'en,33.7265,59.1844,286.35,41,2,1.3,IR,1731219627
474,Nadym,65.5333,72.5167,267.05,94,100,10.17,RU,1731219629
475,Amga,60.8953,131.9608,262.68,98,98,0.53,RU,1731219632
476,Pamandzi,-12.7967,45.2794,303.03,70,20,4.63,YT,1731219634
477,Chernyshevskiy,63.0128,112.4714,262.95,93,100,3.74,RU,1731219636
478,Villaviciosa,43.4813,-5.4357,288.79,96,100,1.96,ES,1731219638
479,Asind,25.7333,74.3333,304.6,18,0,2.97,IN,1731219640
480,Nova sintra,14.8667,-24.7167,299.63,73,60,5.19,CV,1731219643
481,La'ie,21.6477,-157.9253,297.65,85,27,3.13,US,1731219645
482,Bridgewater,44.3835,-64.5155,272.94,76,5,1.94,CA,1731219390
483,Heroica caborca,30.7167,-112.15,287.88,37,2,1.22,MX,1731219649
484,Labytnangi,66.6572,66.4183,262.12,78,100,7.39,RU,1731219651
485,Grand falls-windsor,48.9332,-55.6649,271.74,91,100,7.65,CA,1731219653
486,Luderitz,-26.6481,15.1594,288.98,79,71,5.71,NA,1731219656
487,Kapit,2.0167,112.9333,306.88,50,71,1.36,MY,1731219658
488,Lubao,14.9167,120.55,306.99,56,54,3.15,PH,1731219660
489,Georgetown,5.4112,100.3354,304.12,70,20,3.09,MY,1731219662
490,Axim,4.8699,-2.2405,298.07,87,83,0.65,GH,1731219664
491,Nakasongola,1.3089,32.4564,296.11,65,100,0.61,UG,1731219667
492,Dhidhdhoo,6.8833,73.1,301.49,67,22,1.55,MV,1731219669
493,Nizhneangarsk,55.7833,109.55,267.76,66,99,2.49,RU,1731219671
494,Monywa,22.1167,95.1333,298.29,76,96,3.56,MM,1731219673
495,Selfoss,63.9331,-20.9971,281.51,87,76,7.88,IS,1731219675
496,Okhotsk,59.3833,143.3,261.42,70,100,4.06,RU,1731219677
497,Northam,51.0333,-4.2167,285.16,94,100,3.35,GB,1731219680
498,Aliabad,41.4822,46.6353,283.94,62,4,1.03,AZ,1731219682
499,Dunedin,-45.8742,170.5036,285.82,84,100,2.68,NZ,1731219684
500,Usogorsk,63.4106,48.6872,267.8,95,74,2.82,RU,1731219686
501,Saint-philippe,-21.3585,55.7679,298.69,74,23,5.66,RE,1731219688
502,Copala,16.65,-98.9833,298.22,87,61,1.47,MX,1731219691
503,Isola di capo rizzuto,38.96,17.0933,287.93,78,4,5.78,IT,1731219693
504,Arraial do cabo,-22.9661,-42.0278,295.4,80,73,6.44,BR,1731219450
505,Melfort,52.8667,-104.6177,277.22,70,100,2.57,CA,1731219697
506,Deyang,31.1302,104.382,289.06,75,98,1.51,CN,1731219424
507,Shakargarh,32.2623,75.1668,300.73,36,0,1.54,PK,1731219702
508,Kupang,-10.1667,123.5833,307.47,59,40,5.14,ID,1731219704
509,Vilyuysk,63.7553,121.6247,265.09,92,100,3.47,RU,1731219706
510,Mitu,1.1983,-70.1733,295.5,98,100,0.97,CO,1731219708
511,Port hueneme,34.1478,-119.1951,287.57,54,0,3.6,US,1731219710
512,Tabas,33.5959,56.9244,291.59,33,58,1.66,IR,1731219713
513,Betare oya,5.6,14.0833,293.2,65,84,0.3,CM,1731219715
514,Basoko,1.2391,23.616,294.67,94,100,1.61,CD,1731219718
515,Trondheim,63.4305,10.3951,274.18,81,18,1.21,NO,1731219691
516,Fort st. john,56.2499,-120.8529,272.09,69,20,6.69,CA,1731219581
517,Shiguai,40.7058,110.2856,283.59,44,6,3.72,CN,1731219733
518,Namdrik,5.5994,168.1028,300.97,79,100,10.1,MH,1731219736
519,Oskarshamn,57.2645,16.4484,279.81,83,100,2.24,SE,1731219738
520,Daokou,35.5639,114.5058,293.98,40,25,1.85,CN,1731219740
521,Montes claros,-16.735,-43.8617,295.04,85,91,1.7,BR,1731219742
522,Hirna,9.2167,41.1,292.78,55,73,1.54,ET,1731219745
523,Harper,4.375,-7.7169,298.44,86,98,2.18,LR,1731219747
524,Karratha,-20.7377,116.8463,308.56,27,50,8.09,AU,1731219749
525,Hilo,19.7297,-155.09,296.0,90,100,2.06,US,1731219752
526,Vilani,56.5525,26.9245,279.82,76,100,1.5,LV,1731219754
527,Sitka,57.0531,-135.33,281.09,66,100,7.2,US,1731219480
528,El porvenir,13.7617,-87.3458,294.26,93,39,2.42,HN,1731219758
529,Gharo,24.7424,67.5856,304.94,38,0,5.31,PK,1731219760
530,Bengkulu,-3.8004,102.2655,302.77,69,81,3.56,ID,1731219762
531,Chinde,26.8212,87.7095,299.74,52,9,2.58,NP,1731219765
532,Estremoz,38.8443,-7.5859,285.0,68,89,1.67,PT,1731219767
533,Qusar,41.4273,48.4289,282.18,38,0,1.12,AZ,1731219769
534,Prince rupert,54.3161,-130.3201,279.98,65,100,7.72,CA,1731219771
535,Syktyvkar,61.6764,50.8099,270.0,93,0,3.0,RU,1731219773
536,Autazes,-3.5797,-59.1306,301.33,53,69,1.19,BR,1731219776
537,Ciudad lazaro cardenas,17.9583,-102.2,298.28,89,27,1.86,MX,1731219778
538,Sandnessjoen,66.0217,12.6316,280.79,64,85,4.78,NO,1731219780
539,Namibe,-15.1961,12.1522,294.28,71,51,1.96,AO,1731219782
540,Kavaratti,10.5669,72.642,301.23,71,35,2.12,IN,1731219784
541,Mount isa,-20.7333,139.5,313.02,12,20,3.6,AU,1731219786
542,Cururupu,-1.8283,-44.8683,298.44,82,51,1.79,BR,1731219789
543,Monte alegre de minas,-18.8706,-48.8808,293.84,89,35,0.95,BR,1731219791
544,Kijang,35.2442,129.2139,290.0,62,100,1.6,KR,1731219793
545,Kismayo,-0.3582,42.5454,302.04,67,47,3.74,SO,1731219795
546,Mersing,2.4312,103.8405,304.1,74,40,3.6,MY,1731219797
547,Boguchany,58.3814,97.4531,270.69,75,49,3.92,RU,1731219799
548,Inhambane,-23.865,35.3833,300.15,65,52,3.26,MZ,1731219802
549,Salekhard,66.53,66.6019,263.04,78,100,8.64,RU,1731219723
550,Arauco,-37.2463,-73.3175,281.93,86,100,2.1,CL,1731219806
551,Demidov,55.2706,31.515,278.09,90,100,1.78,RU,1731219808
552,Katabu,-4.9333,122.5167,301.96,74,90,1.75,ID,1731219810
553,Macas,-2.3167,-78.1167,292.54,97,100,1.06,EC,1731219813
554,Bellefonte,40.9134,-77.7783,278.1,67,82,0.0,US,1731219815
555,Tsiombe,-25.3,45.4833,305.22,45,12,1.63,MG,1731219817
556,Sunrise manor,36.2111,-115.0731,285.7,29,0,2.57,US,1731219819
557,Dyurtyuli,55.4911,54.8688,274.87,98,100,7.79,RU,1731219821
558,Highfields,-27.4518,151.9463,300.75,53,100,1.92,AU,1731219824
559,Nabire,-3.3667,135.4833,303.97,60,53,2.89,ID,1731219826
560,Ulanhot,46.0833,122.0833,281.28,19,0,7.03,CN,1731219828
561,Santiago papasquiaro,25.046,-105.4208,286.91,59,0,1.74,MX,1731219830
562,Chongqing,29.5628,106.5528,296.61,62,0,2.0,CN,1731219832
563,Mbandaka,0.0487,18.2603,293.6,96,100,0.76,CD,1731219837
564,Kadugli,11.0167,29.7167,300.53,25,13,5.39,SD,1731219839
565,Sake,-1.5736,29.045,293.36,84,100,0.17,CD,1731219841
566,Pimentel,-6.8367,-79.9342,290.31,88,0,2.57,PE,1731219843
567,Susuman,62.7833,148.1667,240.2,99,76,0.14,RU,1731219845
568,Illizi,26.4833,8.4667,290.27,36,9,1.18,DZ,1731219847
569,Neiva,2.9273,-75.2819,295.06,92,88,1.74,CO,1731219743
570,Coello,4.2891,-74.8982,295.75,97,99,0.32,CO,1731219852
571,Lafollette,36.3829,-84.1199,290.55,86,100,1.78,US,1731219854
572,Singapore,1.2897,103.8501,305.12,60,75,3.09,SG,1731219301
573,Howard springs,-12.497,131.047,306.97,54,58,5.19,AU,1731219858
574,Changtu,42.7788,124.0955,284.97,37,100,5.99,CN,1731219861
575,Altamira,-3.2033,-52.2064,295.82,52,9,1.0,BR,1731219863
576,Petukhovo,55.0692,67.9019,273.81,97,100,7.74,RU,1731219867
577,Pugachev,52.0133,48.8025,277.74,78,97,4.52,RU,1731219869
578,Severo-yeniseyskiy,60.3725,93.0408,264.95,83,97,5.35,RU,1731219871
579,Moranbah,-22.0016,148.0466,310.33,23,0,8.1,AU,1731219874
580,Siwana,25.6333,72.4167,304.66,20,0,1.23,IN,1731219876
581,Sao tome,0.3365,6.7273,298.22,88,100,3.59,ST,1731219878
582,Pont rouge,48.8833,-72.0825,274.05,63,28,4.21,CA,1731219880
583,Colonia,50.9333,6.95,281.55,92,43,1.41,DE,1731219778
584,Paita,-5.0892,-81.1144,290.61,87,69,4.16,PE,1731219884
585,Swift current,50.2834,-107.8014,274.6,100,20,1.54,CA,1731219887
586,Yunak,38.8142,31.7322,277.19,54,83,1.55,TR,1731219889
587,Rovinj,45.08,13.64,285.49,64,29,1.74,HR,1731219891
588,Kailua-kona,19.6406,-155.9956,297.35,90,22,0.73,US,1731219893
589,Tukrah,32.5341,20.5791,290.47,79,39,1.28,LY,1731219895
590,Talata mafara,12.5732,6.0597,292.03,29,82,4.28,NG,1731219897
591,Guerrero negro,27.9769,-114.0611,289.7,64,0,3.18,MX,1731219900
592,Ha tinh,18.3333,105.9,300.04,56,5,2.6,VN,1731219902
593,Yamada,39.4667,141.95,287.27,63,1,2.85,JP,1731219904
594,Haiku-pauwela,20.9219,-156.3051,297.06,79,0,6.71,US,1731219906
595,Lyubinskiy,55.1542,72.6925,273.41,98,100,7.44,RU,1731219909
596,Carutapera,-1.195,-46.02,298.8,84,29,3.28,BR,1731219911
597,Mordovo,52.0834,40.77,277.22,94,94,2.59,RU,1731219913
598,Aylmer,42.7668,-80.983,278.43,51,100,3.17,CA,1731219915
599,Uyuni,-20.4597,-66.825,283.28,43,6,2.65,BO,1731219917
